nConv=13
id;height;width;channels;kernel_heigth;kernel_width;kernel_num;stride;padding
2;224;224;3;3;3;64;1;1
3;224;224;64;3;3;64;1;1
5;112;112;64;3;3;128;1;1
6;112;112;128;3;3;128;1;1
8;56;56;128;3;3;256;1;1
9;56;56;256;3;3;256;1;1
10;56;56;256;3;3;256;1;1
12;28;28;256;3;3;512;1;1
13;28;28;512;3;3;512;1;1
14;28;28;512;3;3;512;1;1
16;14;14;512;3;3;512;1;1
17;14;14;512;3;3;512;1;1
18;14;14;512;3;3;512;1;1
